Date,Year,Month,Day,Time,Country,Location,Operator,Operator_Type,Route,Type,Aboard,Fatalities,Fatality_Rate,Ground,Causes,Summary
1996-11-26,1996,November,Tuesday,11:00,USA,"Bethel, Arkansas",Arctitransportation Services,Civilian,Bethel - Kwigillingok,Cessna 208B Caravan I,1,1,1.0,0,Pilot Error,"Shortly after taking off the cargo plane turn back toward the airport, increased it's bank angle until the aircraft hit the ground. Failure of the pilot to maintain control of the airplane, while maneuvering to reverse direction after takeoff, after encountering an undetermined anomaly. The undetermined anomaly was a related factor."
1996-11-27,1996,November,Wednesday,11:54,Russian Federation,"Abakan, Siberia, Russia",Military - Russian Air Force,Military,Abakan - Petropavlosk - Kamchatsky,Ilyushin Il-76Md,23,23,1.0,0,Pilot Error,The aircraft crashed shortly after takeoff. Overloaded.
1996-11-30,1996,November,Saturday,10:33,Colombia,"Medellin, Colombia",Aces Colombia,Civilian,Medellin - Bahia Solano,De Havilland Canada Dhc-6 Twin Otter 300,15,14,0.93,0,Pilot Error,The aircraft crashed into a mountain 5 minutes after takeoff. The plane stalled while trying to clear a mountain.  Overloaded.
1996-12-07,1996,December,Saturday,15:23,Indonesia,"Banjarmasin, Indonesia",Dirgantara Air Services,Civilian,Banjarmasin - Sampit,Casa 212 Aviocar 100,17,16,0.94,2,Mechanical Failure,"After experiencing a No.2 engine fire and while attempting to return to the airport, the aircraft's wing struck a building short of the runway."
1996-12-09,1996,December,Monday,18:03,USA,"Boise, Idaho",Emery Worldwide,Civilian,Boise - Salt Lake City,Douglas C-47A,2,2,1.0,0,Pilot Error,"Shortly after takeoff  the crew reported they had the right engine on fire. They attempted to return for an emergency landing but the cargo plane crashed right wing low, cartwheeled and burst into flames short of the runway. A fire within the right engine compartment of undetermined cause and the pilot-in-command's failure to maintain airspeed above the aircraft's minimum control speed. A factor contributing to the accident was the dark night environmental conditions"
1996-12-17,1996,December,Tuesday,18:03,Russian Federation,"Tver, Russia",Military - Russian Air Force,Military,St. Petersburg - Krasnodar,Antonov An-12,18,18,1.0,0,Collision/Impact,Crashed 8km from the airfield after taking off in strong winds and heavy snow.
1996-12-21,1996,December,Saturday,22:32,Colombia,"Rio Negro, Colombia",Selva,Civilian,Bogota - Medellin,Antonov An-32B,4,4,1.0,0,Collision/Impact,The cargo plane crashed short of the runway while attempting to land.
1996-12-22,1996,December,Sunday,18:10,USA,"Narrows, Virginia",Airborne Express,Civilian,Test Flight,Mcdonnell Douglas Dc-8-63F,6,6,1.0,0,Pilot Error,"The cargo struck mountainous terrain after experiencing a stall during tests. The inappropriate control inputs applied by the flying pilot during a stall recovery attempt, the failure of the non-flying pilot-in-command to recognize, address and correct these inappropriate control inputs, and the failure of Airborne Express to establish a formal, functional evaluation flight program that included adequate program guidelines, requirements and pilot training for performance of these flights. Contributing to the cause of the accident were the inoperative stick shaker stall warning system and Airborne Express DC-8 flight training simulator's inadequate fidelity in reproducing the airplane's stall characteristics."
1996-12-24,1996,December,Tuesday,15:00,India,"Near Nellore, India",Military - Indian Air Force,Military,Tanbaram Afb - Hyderabad,Hindustan Aeronautics 748-2,22,22,1.0,0,Pilot Error,Crashed while en route after the pilot reported an engine fire. Undetected cracks in the engine not detected during routine maintenance.
1996-12-24,1996,December,Tuesday,10:05,USA,"Dorchester, New Hampshire",Aircraft Charter Group Inc,Civilian,"Bridgeport, Ct - Lebanon, Nh",Learjet 35A,2,2,1.0,0,Pilot Error,"The cargo plane was on a positioning flight when it struck rising terrain while making an approach to land. The captain's failure to maintain situational awareness, which resulted in the airplane being outside the confines of the instrument approach; and the crew's misinterpretation of a step-down fix passage, which resulted in an early descent into rising terrain. Factors included the captain's misreading of the instrument approach procedure, the crew's rushed and incomplete instrument approach briefing, their failure to use additional, available navigational aids, and their failure to account for the winds at altitude."
1997-01-02,1997,January,Thursday,18:35,USA,"Edenton, North Carolina",Tar Heel Aviation,Civilian,Manteo - Edenton,Cessna 208B Grand Caravan,2,2,1.0,0,Pilot Error,"While on approach the plane struck power lines and came to rest in shallow water. The pilot's continued VFR flight into instrument meteorological conditions. Factors in this accident were; fog, the low ceiling, and the dark night."
1997-01-07,1997,January,Tuesday,11:00,Samoa,"Near Moamoa, Samoa",Polynesian Airlines,Civilian,Pago Pago - Fagalii,De Havilland Canada Dhc-6 Twin Otter 300,5,3,0.6,0,Collision/Impact,Crashed onto a mountin in high winds and rain after being diverted from another airport.
1997-01-09,1997,January,Thursday,15:54,USA,"Near Monroe, Michigan",Comair,Civilian,Cincinnati - Detroit,Embraer 120Rt Brasilia,29,29,1.0,0,Pilot Error,"While on approach and attempting to land on runway 3R at Detroit Metropolitan Wayne County Airport, in a snowstorm, the aircraft went into a steep dive and crashed into a field. The accident was caused by the FAA's failure to establish adequate aircraft certification standards for flight in icing conditions.  Contributing to the accident were the flightcrew's decision to operate in icing conditions near the lower margin of the operating airspeed envelope (with flaps retracted), and Comair's failure to establish and adequately disseminate unambiguous minimum airspeed values for flap configurations and for flight in icing conditions."
1997-01-29,1997,January,Wednesday,23:10,USA,"Sparrevohn, Arkansas",Southcentral Air,Civilian,St. Marys - Kenai,De Havilland Canada Dhc-4A Caribou,2,1,0.5,0,Pilot Error,"While en rote the plane experienced engine trouble. The crew decided to divert to Sparrevohn. While attempting to land the plane encountered strong turbulence from surrounding mountains. Although full power was applied to the good engine the plane crashed into terrain. Loss of the right engine propeller control oil, which led to an overspeed of the right engine and propeller, and necessitated a shut-down of the right engine; and failure of the pilot to maintain adequate altitude/distance from terrain during visual approach for a precautionary landing at an alternate airport. Factors relating to the accident were: fluctuation of the left engine power, premature lowering of the airplane flaps, and an encounter with adverse weather conditions (including high winds, severe turbulence, and white-out conditions) during the approach."
1997-01-31,1997,January,Friday,23:10,Nigeria,"Yola, Nigeria",Skypower Express Airways,Civilian,Jos - Yola,Embraer 110P1A Bandeirante,16,5,0.31,0,Collision/Impact,After being in a holding pattern for over an hour the plane hit trees and a  power line and crashed 700m short of the runway.
1997-02-01,1997,February,Saturday,14:38,Senegal,"Tambacoumba, Senegal",Air Senegal,Civilian,Tambacounda - Dakar,Hawker Siddeley Hs-748-353 Srs.2A,52,25,0.48,0,Mechanical Failure,The aircraft crashed shortly after taking off fromTambacoumba after losing power in the left engine. Fuel contamination.
1997-02-02,1997,February,Sunday,17:30,Angola,"Near Quiangala, Angola",Force Area Populaire De Angola,Civilian,Luanda - Cafunfo,Casa 212 Aviocar 200,37,37,1.0,0,Pilot Error,The plane took off from Luanda bound for Cafunfo in northeastern Angola when it disappeared en route.  Witnesses later stated the plane appeared to be in trouble and flying at a low altitude before it crashed.
1997-02-04,1997,February,Tuesday,19:00,Israel,Northern Israel,Military - Israel Air Force /Military -  Israel Air Force,Military,Unavailable,Sikorsky Ch53D / Sikorsky Ch53D,73,73,1.0,0,Collision/Impact,The two military helicopters crashed into each other while taking off in darkness killing all aboard.
1997-02-14,1997,February,Friday,12:34,Brazil,"Carajas, Brazil",Varig,Civilian,Maraba - Carajas,Boeing B-737-2C3,52,1,0.02,0,Pilot Error,The aircraft touched down hard. The right main landing gear collapsed causing the plane to veer to the right and end up in a wooded area. The first officer was killed.
1997-02-19,1997,February,Wednesday,03:06,Guatemala,"Guatemala City, Guatemala",Transpolar,Civilian,"Lima, Peru - Guatemala City, Guatemala",Iai 1124 Westwind,5,5,1.0,0,Pilot Error,Flew into a mountain while on approach.
1997-03-04,1997,March,Tuesday,03:06,Canada,"Lake Simcoe, Ontario, Canada",Air Georgian,Civilian,Unavailable,Cessna 208B Super Cargomaster,1,1,1.0,0,Pilot Error,Slipped off the ice landing strip and flipped over.
1997-03-07,1997,March,Friday,03:06,Colombia,"Medellin, Colombia",Air Pereira,Civilian,Unavailable,Cessna 500 Citation I,4,4,1.0,0,Collision/Impact,Shortly after taking off the plane flew into a mountain and was destroyed.
1997-03-13,1997,March,Thursday,18:06,"Iran, Islamic Republic of","Near Mashhad, Iran",Military - Iranian Air Force,Military,Dezful - Mashhad,Lockheed C-130Hf,88,88,1.0,0,Pilot Error,The plane was carrying military personnel and their families and crashed 24 miles NE of Mashhad in the Binalud Heights. The pilot reported engine failure prior the crash.
1997-03-18,1997,March,Tuesday,10:04,Russian Federation,"Cherkessk, Russia",Stavropol Airlines,Civilian,Stavropol - Trabzon,Antonov An-24Rv,50,50,1.0,0,Pilot Error,"The aircraft lost altitude from FL 197 and crashed into a forest while en route from Stavropol, Russia to Trabzon, Turkey. Reports indicated that an in-flight  fire and an explosion led to the separation of the tail section prior to the crash. Superficial mechanical inspection of the aircraft which was carried out without the use of monitoring instruments and subsequent unjustified decision to extend the time between overhauls.  Inadequate monitoring to determine the state of structural elements and detect the presence of corrosion in hard-to-reach areas under the floor of the fuselage. Failure to carry out prescribed anti-corrosion measures on the aircraft structure during overhaul."
1997-04-01,1997,April,Tuesday,10:04,Honduras,"Tegucigalpa, Honduras",Military - U.S. Air Force,Military,Howard Afb - Tegucigalpa,Lockheed C-130H Hercules,10,3,0.3,0,Pilot Error,"While landing the aircraft overran the runway, hit a concrete drainage ditch, when through a fence and came to rest on a highway where it caught fire."
1997-04-04,1997,April,Friday,00:16,USA,"Griffin, Georgia",Custom Air Service,Civilian,Griffin - Americus,Aviation Traders Atl-98 Carvair,2,2,1.0,0,Mechanical Failure,"On a positioning flight, while taking off the plane suffered engine failure, overran the runway and crashed into a vacant building."
1997-04-10,1997,April,Thursday,20:30,USA,"Near Wainwright, Alaska",Hageland Aviation Services,Civilian,Barrow - Wainwright,Cessna 208B Caravan I,5,5,1.0,0,Pilot Error,After making two approaches the pilot decided to head back to the departure airport. He flew north at an altitude beneath minimum radar coverage. The plane impacted the frozen ArctiOcean in a right bank and at a 60 degree nose-down attitude. The pilot's intentional VFR flight into instrument meteorological conditions and his failure to maintain altitude and clearance from terrain. A contributing factor was the weather conditions.
1997-04-14,1997,April,Monday,20:30,Congo,"Brazzaville, Democratirepublicongo",Taag Angola Airlines,Civilian,Brazzaville - Luanda,Fokker F-27 Friendship 600,7,3,0.43,0,Pilot Error,The cargo plane became airborne but soon lost altitude and crashed to the ground and burst into flames.
1997-04-15,1997,April,Tuesday,20:30,Azerbaijan,"Gyandzha, Azerbaijan",Azerbaijan Airlines,Civilian,Training,Yakovlev 40,6,6,1.0,0,Pilot Error,"A stray bullet from training soldiers struck the landing plane, hitting an oxygen cylinder. A fire broke out and control of the plane was lost and it crashed."
1997-04-16,1997,April,Wednesday,20:30,Niger,"Near Sorei, Niger",Military - Niger Air Force,Military,Unavailable,Lockheed C-130H Hercules,14,14,1.0,0,Unknown,No remark
1997-04-19,1997,April,Saturday,07:39,Indonesia,"Tanjung Pandan, Indonesia",Merpati Nusantara Airlines,Civilian,Jakarta - Tanjung Pandan,British Aerospace Atp,53,15,0.28,0,Pilot Error,"During the final stage of a visual approach, one of the aircraft's engines failed. The crew failed to correctly identify the problem and because of the flight regime, the propeller did not autofeather. The approach was continued, however, as the aircraft descended through about 2,000ft., power was applied at the start of a go-around. Control was lost and the aircraft crashed."
1997-04-23,1997,April,Wednesday,18:00,Afghanistan,"Near Konduz, Afghanistan",Military - Afghan Republican Air Force,Military,Unavailable,Antonov An-26,36,36,1.0,0,Collision/Impact,The transport crashed into a mountain.
